judul_lagu;artist;mood;link_play
Accelerate (feat. Ty Dolla $ign & 2 Chainz);Christina Aguilera;Sad;https://open.spotify.com/track/0iSDDumvHTzv6we9Yr1HzY
Ending Scene;IU;Sad;https://open.spotify.com/track/06EMBzxDm2hueehobAlMtm
Live It Up - Official Song 2018 FIFA World Cup Russia;Nicky Jam;Happy;https://open.spotify.com/track/4DnHUy01jEA4b5ydC3HgsT
Suara Hati Seorang Kekasih;One Direction;Sad;https://open.spotify.com/track/5qfU2KSrT8lapxy9Qw3i7R
Tapi Bukan Aku;Kerispatih;Sad;https://open.spotify.com/track/0BrH4b7su9uLELM1h5Xlzw
18;Kris Wu;Sad;https://open.spotify.com/track/3JjnGLK8IxkNLvo8Lb3KOM
LA Girls;Charlie Puth;Happy;https://open.spotify.com/track/6pQadiopoIsS4x78tjSkJt
Go Go - Japanese ver.;BTS;Happy;https://open.spotify.com/track/0YguyyCOTyujhSDXWyB4W3
Nyawa dan Harapan;Raisa;Sad;https://open.spotify.com/track/6AqPjCYNosmuQ6QBLvbAjX
Still Breathing;Green Day;Happy;https://open.spotify.com/track/19YmvsVCetCBeVj6O2mljR
blazed (feat. Pharrell Williams);Ariana Grande;Happy;https://open.spotify.com/track/4mLkiFppf8Xvem6BSY34qw
Barbie Tingz;Nicki Minaj;Energetic;https://open.spotify.com/track/2qsQ8eVDPmobZpvDxQCVQu
Messy;NCT 127;Happy;https://open.spotify.com/track/0BOEuUKoHdy8in20fG5smd
Fall Back;King Bone;Calm;https://open.spotify.com/track/5VUnnKnjbzDKmepyaxSpce
Earthquake;Palm Tree Gang;Energetic;https://open.spotify.com/track/2VitrIhlmjUpSMq3NcxqOA
Satu Bintang di Langit Kelam;Maudy Ayunda;Sad;https://open.spotify.com/track/2Dpa1lcpR3WBTuVztzlIHB
Make Me Feel;Janelle Monáe;Happy;https://open.spotify.com/track/5gW5dSy3vXJxgzma4rQuzH
You In Me;KARD;Energetic;https://open.spotify.com/track/4MSiPP89oZupNNq2CvjEeR
Tenerife Sea;Ed Sheeran;Sad;https://open.spotify.com/track/1HbcclMpw0q2WDWpdGCKdS
DANCE;DNCE;Happy;https://open.spotify.com/track/7BfSU2ya7PZtqrl48urKqG
On Purpose (feat. AGNEZ MO);Chris Brown;Energetic;https://open.spotify.com/track/7EUVx3CIKWykHyXnraMDcO
This I Promise You;*NSYNC;Sad;https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26
Perfect Symphony (Ed Sheeran & Andrea Bocelli);Ed Sheeran;Sad;https://open.spotify.com/track/3zl7j5ua8mF4JDYuxrfo01
Fall for You;Secondhand Serenade;Sad;https://open.spotify.com/track/2fywBLXK9GQi8YR8C8d3c4
YOUTH - Gryffin Remix;Troye Sivan;Energetic;https://open.spotify.com/track/5nGuzcsjDbUD1Hgi0szupA
Salah Caramu;Dengarkan Dia;Happy;https://open.spotify.com/track/1L8D22zIPKnHiLeFITcXzR
Feeling Good;DAY6;Happy;https://open.spotify.com/track/616Vmjep4BuPeE1qBHxPx1
Let You Down (feat. China Fox & Pollorique);LUURK;Happy;https://open.spotify.com/track/3Bvc4bkrpWaABrTHyXpFUe
Martin Luther Blvd,;M.A.R;Energetic;https://open.spotify.com/track/5ykYKhq4aJcgZpMYFaLxpe
Batphone;Arctic Monkeys;Happy;https://open.spotify.com/track/7aiKdAM9WYW3GzWSA9OXIl
No Future;blink-182;Energetic;https://open.spotify.com/track/5Uwm4pdpaaW3yari6ymMTT
Rubber Band;iKON;Happy;https://open.spotify.com/track/4FMhacfObjPJuLIyPBjc0K
All These Years;Camila Cabello;Calm;https://open.spotify.com/track/4XLu3tTSZiPFVC9mmuR6Zp
Coba Katakan;MALIQ & D'Essentials;Happy;https://open.spotify.com/track/3kOsAitME8XTBGoUyqTWzm
Cool (feat. Marc E. Bassy, Gucci Mane);Felix Jaehn;Energetic;https://open.spotify.com/track/3Ij7tqW9jVJ41dG06MZkFU
New Divide;Linkin Park;Energetic;https://open.spotify.com/track/6Wx88Mv6b9ofjKMKkdwOJd
Magenta Riddim;DJ Snake;Calm;https://open.spotify.com/track/3dsyqPDiWYYilRZNBxgxHE
Space For Two;Mr. Probz;Sad;https://open.spotify.com/track/07hBBiv9DqLCRECKmB0Q4n
Is Your Love Enough?;Little Mix;Happy;https://open.spotify.com/track/6VXzA05dET772n5rGq63Cz
Thunder / Young Dumb & Broke (with Khalid) - Medley;Imagine Dragons;Energetic;https://open.spotify.com/track/7ER7vcy7u2ajg5IV45WBFw
Yang Terbaik;Maria Simorangkir;Sad;https://open.spotify.com/track/4qjW4odsAkX0daeqRC6sXL
High (& Dua Lipa);Whethan;Happy;https://open.spotify.com/track/3dD9yyYTQ73SZvyOygyKva
Invitation;Yellow Claw;Happy;https://open.spotify.com/track/26D28QBtBmqhhIwvyPVPT6
Man of the Woods;Justin Timberlake;Happy;https://open.spotify.com/track/4KTU5aa5s547f1JF5DImhF
Turn Down for What;DJ Snake;Energetic;https://open.spotify.com/track/67awxiNHNyjMXhVgsHuIrs
Pull Up;Rod Maine;Energetic;https://open.spotify.com/track/4DP0o7F8uUAmmFtidvY1KM
A.I.;OneRepublic;Energetic;https://open.spotify.com/track/5xRcy8i64lENBk48rOe7K8
Cry;Anne-Marie;Energetic;https://open.spotify.com/track/3xtdJnI5fEMtNB6nDqvwyy
Pujaanku;AURORA;Sad;https://open.spotify.com/track/2yS2rLBRl5e5lTNiGaj3S8
Mind Trick;Jamie Cullum;Happy;https://open.spotify.com/track/16fM8wSyvdprqPYJ92sLgu
Runaway;Linkin Park;Sad;https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
My Eyes;10cm;Happy;https://open.spotify.com/track/0ndIZ2XvGtXV0PIbEAwoIv
Dancing On My Own;Calum Scott;Sad;https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
Separuh Aku;Noah;Happy;https://open.spotify.com/track/0OVcoOK5WVvE6D9CXkopa9
SUBEME LA RADIO;Enrique Iglesias;Happy;https://open.spotify.com/track/7nKBxz47S9SD79N086fuhn
Collide - Radio Edit;Leona Lewis;Energetic;https://open.spotify.com/track/3bxtgzAeAZPdRtKoPL5GG2
YAH.;Kendrick Lamar;Calm;https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni
Free Me;Sia;Sad;https://open.spotify.com/track/07tsxA3VTCCs35M17sBs88
S.W.A.G (feat. BeatSonic);CHANYEOL;Calm;https://open.spotify.com/track/4p2hfaAnwDAFOKxNPQ1tRU
Vibe;Daniel Caesar;Energetic;https://open.spotify.com/track/2CfujTxxgZYqlRRkawi54e
We Young;The Chainsmokers;Happy;https://open.spotify.com/track/0eilxZjVwGfcgzzDEbcFJP
Always;Gavin James;Sad;https://open.spotify.com/track/2LlOeW5rVcvl3QcPNPcDus
Hope;XXXTENTACION;Happy;https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5
Lying from You;Linkin Park;Happy;https://open.spotify.com/track/4qVR3CF8FuFvHN4L6vXlB1
Best Of Me - Japanese ver.;BTS;Energetic;https://open.spotify.com/track/6yGKx4J9UdMp7tcaGXWzDj
BLOOD.;Kendrick Lamar;Calm;https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT
In Common;Alicia Keys;Energetic;https://open.spotify.com/track/0rcDFdi19NtKf9NbHxr0k9
Lemon;Jessie Murph;Energetic;https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS
Kau Ucap Selamat Tinggal;Maruli Tampubolon;Sad;https://open.spotify.com/track/1sGsZzVWcaOAPSups84hWB
Pray;Sam Smith;Sad;https://open.spotify.com/track/7MOCaEUbfGyq1K96umNVwJ
Hapus Aku;Nidji;Happy;https://open.spotify.com/track/3AW4o4KQs25P18jlFhgks6
Only One;Carlie Hanson;Happy;https://open.spotify.com/track/60vXjxt41zVWPGIM4fZRCk
Where Is The Love?;Black Eyed Peas;Happy;https://open.spotify.com/track/0xmjwnQ3FNE6HuWCt2nHdZ
Universe - Chinese Version;EXO;Sad;https://open.spotify.com/track/0zz4eTq97qW7zcDmhOv270
CASTLE OF GLASS;Linkin Park;Happy;https://open.spotify.com/track/1r1fPuhj9H4VdXr7OK6FL5
You Don't Do It For Me Anymore;Demi Lovato;Energetic;https://open.spotify.com/track/3wfsYdyzcQErCGQ9kGMglS
Dear Boy;Avicii;Energetic;https://open.spotify.com/track/4yTeQK2XThWYeEW8D72XmU
instagram;DEAN;Energetic;https://open.spotify.com/track/6z1kLsntE7FuzKZHZWrXYN
Arms Open;The Script;Happy;https://open.spotify.com/track/3WTUNLFtzWaDwfFfZJZ9d8
Sailing (0805);Girls' Generation;Sad;https://open.spotify.com/track/4uJ3OmCWKLIKkk94iJUjE5
Letting You Go;Raisa;Sad;https://open.spotify.com/track/2dPmoeoD9FmILzBvQxexy5
Untuk Gita;Paul Partohap;Sad;https://open.spotify.com/track/7CtwzLQ3aP0LlercGMQ6Fa
Menunggang Badai;Barasuara;Happy;https://open.spotify.com/track/5TRxePA2lSaJm4Mw1QX9Jr
Drink About;Seeb;Happy;https://open.spotify.com/track/73WJ6rYbtFi0Z2T4hPS1iN
Caught in the Middle;Paramore;Happy;https://open.spotify.com/track/27zJBz0YnuZO69U69z96vd
No Scrubs;TLC;Happy;https://open.spotify.com/track/1KGi9sZVMeszgZOWivFpxs
Everglow - Live from Spotify London;Coldplay;Sad;https://open.spotify.com/track/6U8VHaQxzECez4TSt0nmiP
Final Masquerade;Linkin Park;Energetic;https://open.spotify.com/track/3aYBjxTMvrEOP0A0UXg9ER
Fluktuasi Glukosa;Pee Wee Gaskins;Energetic;https://open.spotify.com/track/7wrGNW0n7e8qtFuVOymjYa
Young, Wild & Free (feat. Bruno Mars);Snoop Dogg;Happy;https://open.spotify.com/track/5HQVUIKwCEXpe7JIHyY734
Cinta Mati;SAMSONS;Energetic;https://open.spotify.com/track/3jHXEd7FMaqzIw47lNPrp2
Bertahan Untukmu;Musikimia;Happy;https://open.spotify.com/track/3mkm3eA7Tsd1fRwr8WoIdP
Slow (feat. Noah Cyrus);Matoma;Energetic;https://open.spotify.com/track/2yUq0wCW8j2JYwkWcd5GyJ
Problems;Petit Biscuit;Calm;https://open.spotify.com/track/7wKzj1b8YKPuZELfVDz708
City on Lockdown;Fiersa Besari;Energetic;https://open.spotify.com/track/22UlKuHDa7r3Pyg47CJNI6
X;Nicky Jam;Happy;https://open.spotify.com/track/5YUyW9opqNsMSEzzecZih1
April;Mondo Gascaro;Sad;https://open.spotify.com/track/3IesVVqYxCsRCsz5OCmC7q
Bila Aku Jatuh Cinta;Nidji;Sad;https://open.spotify.com/track/1yPmDkwWq9CqXjsiGM001g
Red Dress;MAGIC!;Happy;https://open.spotify.com/track/1MDuXjpO68UVjbBzrTL1Aq
긴 밤이 오면;Eddy Kim;Sad;https://open.spotify.com/track/3j1RB91MFxn8oY9jYoQ36t
The Less I Know The Better;Tame Impala;Happy;https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
"I Believe (feat. Demi Lovato) - As featured in the Walt Disney Pictures' ""A WRINKLE IN TIME""";DJ Khaled;Energetic;https://open.spotify.com/track/1hEiVb61xXfCc9JL4cJRQP
WHITE NIGHT;TAEYANG;Happy;https://open.spotify.com/track/3yq48eRG04UryOATzpwr4V
Baby One More Time - Recorded at Spotify Studios New York City;Ed Sheeran;Happy;https://open.spotify.com/track/4mJDfMcT7odIUjWlb2WO4L
Beautiful People Beautiful Problems (feat. Stevie Nicks);Lana Del Rey;Sad;https://open.spotify.com/track/3O7p9Itz8PXUoAjD2vmuM6
Dig Down;Muse;Sad;https://open.spotify.com/track/0RILico3Gbl5jxSNg3zLrJ
Rock the World;Marc E. Bassy;Energetic;https://open.spotify.com/track/3njZlgsB9MI6DVTg8wDPsg
Bukan Pujangga;Base Jam;Happy;https://open.spotify.com/track/6D5MMHgNrQqGCtm4CjN9nJ
You & Me;EXO;Happy;https://open.spotify.com/track/7yCqehT9dKACTFy7YugP0J
Tanah Airku;Musikimia;Sad;https://open.spotify.com/track/10L5xZpmrp2zQVNQv0vYVU
Forever;Martin Garrix;Energetic;https://open.spotify.com/track/3HbODbLPYqeHcRXApoWJDy
Never Let You Go (feat. John Newman);Kygo;Happy;https://open.spotify.com/track/6sonAwZ8ruHZVzdAwDYsfk
Kutunggu Kabarmu;French Montana;Energetic;https://open.spotify.com/track/5Fo3iolqBR1QWEKZqvTXMa
Hymn;Kesha;Energetic;https://open.spotify.com/track/1JuChOEPH0Rceq573FGQSK
Unforgettable;Sia;Happy;https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
Light It Up (feat. Pablo Villatoro);Los Profetas;Energetic;https://open.spotify.com/track/5Lo0d8KOHCpTA2cYIhJBdA
Divine Sorrow;Wyclef Jean;Energetic;https://open.spotify.com/track/1wwgo7Z0zFGsivQ4wPo0g8
Wastelands;Linkin Park;Energetic;https://open.spotify.com/track/3S8MFB68isPbRVgaU0MaIW
You Know You Like It;DJ Snake;Energetic;https://open.spotify.com/track/57kR5SniQIbsbVoIjjOUDa
Can You See;Fifth Harmony;Sad;https://open.spotify.com/track/43CdKquSZRCwK0loJoO8yt
Bunga Di Tepi Jalan;Akhdiyat Duta Modjo;Sad;https://open.spotify.com/track/7igahbgBryjah3Dtp9HHyI
Puisi Alam;Fourtwnty;Sad;https://open.spotify.com/track/2nixvjonFk8zimSc4EOPGH
Greedy;Ariana Grande;Happy;https://open.spotify.com/track/7aLT0tLcS40Penaplqu2cZ
Baby, You Make Me Crazy;EXO;Energetic;https://open.spotify.com/track/1p1SbqeipOd4ezKUpxqaz6
Dope;BTS;Energetic;https://open.spotify.com/track/7jPCPDYoiaKeK7cgNGpIzq
Power;Little Mix;Happy;https://open.spotify.com/track/53YZi9zgTnF0Py0K6ejyWz
Plain Jane;A$AP Ferg;Energetic;https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
fOoL fOr YoU;ZAYN;Sad;https://open.spotify.com/track/6lvsJDZ7336YmpBzcNGhbe
Hari Merdeka;Cokelat;Happy;https://open.spotify.com/track/2XJWGHfL8kACp3hJ8bd7GM
Darling Break Free;AmPm;Energetic;https://open.spotify.com/track/7JFyFGvIXZEKdfGUiRVBTY
Written in the Scars;The Script;Happy;https://open.spotify.com/track/4jyVtsexyS1kY6X3X3gmAw
I Believe in You;G-Eazy;Happy;https://open.spotify.com/track/67aeyMdt7cgb8l9zg53Pfm
Low (feat. T-Pain);Maria Simorangkir;Energetic;https://open.spotify.com/track/0CAfXk7DXMnon4gLudAp7J
Sober;Lorde;Energetic;https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
Invitation;Why Don't We;Happy;https://open.spotify.com/track/26D28QBtBmqhhIwvyPVPT6
Sing Me to Sleep - Marshmello Remix;Alan Walker;Energetic;https://open.spotify.com/track/2BcwzjPvVSkek2ZLdh7C9J
That's It (feat. Gucci Mane & 2 Chainz);Bebe Rexha;Calm;https://open.spotify.com/track/3w9mof4ZxG3z9huYwHFZ1i
Walk On Water;The Chainsmokers;Energetic;https://open.spotify.com/track/6FT9FZccFD6nE8dMNslz2n
I Did It;Teza Sumendra;Happy;https://open.spotify.com/track/46coHhbK0YFKlnh3qYtVBB
The One;Jonas Blue;Sad;https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5
Holiday (feat. Snoop Dogg, John Legend & Takeoff);Calvin Harris;Happy;https://open.spotify.com/track/08Wc3X7XNSyF8WYBPt2L8E
By Your Side;The 1975;Happy;https://open.spotify.com/track/4QTuyRQshEZYurtIDfE6g0
Da Ya Think I'm Sexy?;Rod Stewart;Happy;https://open.spotify.com/track/4z7maGZkAonDlXlwo8q69f
Hunter;Galantis;Happy;https://open.spotify.com/track/1My0Hfu5dTCbYisBk9ZRGr
Honeymoon;Jonas Blue;Sad;https://open.spotify.com/track/04i6jygEP4nIhHMhDxPZFY
Questions;Chris Brown;Happy;https://open.spotify.com/track/3ojTJaonfkL96iIWa47SU3
MAMA;Bring Me The Horizon;Happy;https://open.spotify.com/track/7jEyX4bqaCSdMN4D4JNnVj
Brave;Joji;Happy;https://open.spotify.com/track/6Uy6K3KdmUdAfelUp0SeXn
Lost;BTS;Energetic;https://open.spotify.com/track/5BgnL6gHauuvxe4Ok6W1aC
Run;Foo Fighters;Energetic;https://open.spotify.com/track/3AkdSFo7quCZ781KCqNK0T
Om Telolet Om;Firebeatz;Energetic;https://open.spotify.com/track/0QsbfINGkOC2M2Vh20X3LE
Let Love Grow;Eva Celia;Happy;https://open.spotify.com/track/17yzXpj3I40eBvJN8Jiu2Q
Puisi Pagi;MarcoMarche;Sad;https://open.spotify.com/track/4gMudpiHQdeQvIDN13927a
Something Just Like This - Tokyo Remix;Alan Walker;Energetic;https://open.spotify.com/track/5ffwnb6hqsKZp8cG6q90OW
Saved (feat. E-40);Ty Dolla $ign;Happy;https://open.spotify.com/track/2ESNJZExcQw1BAmmA8Ct3j
On My Way;BTS;Energetic;https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq
The Breakup;LANY;Happy;https://open.spotify.com/track/42MrgSLArhLVJMJXVJbZjZ
home;gnash;Energetic;https://open.spotify.com/track/6Yc3tjFCVR2bfAQFRTZBef
Ku Buat Mau;CJR;Happy;https://open.spotify.com/track/6qb8Ox0ibVSHNp8K1qH7Gm
My Boo - Hitman's Club Mix;Ghost Town DJs;Happy;https://open.spotify.com/track/4c0rkFPszqQTyC753tsCMU
Sebuah Rasa;AGNEZ MO;Sad;https://open.spotify.com/track/7ii1snEcF1F91aMNDrBz1K
Matches;Cash Cash;Sad;https://open.spotify.com/track/7nwGvxqSrgAuty1tlPGCFz
Cinta Dalam Hidupku - London Love Story 2 (Original Soundtrack);Rossa;Sad;https://open.spotify.com/track/4B88VROuYN2MDrvdD3dCUV
I Have Questions;Camila Cabello;Sad;https://open.spotify.com/track/3NgCzSW98SsqBdpYcnm4kv
Body Speak;Rossa;Energetic;https://open.spotify.com/track/6Q4FQpzHNuOc3sFvaD2GRe
Meet Me in the Hallway;Harry Styles;Sad;https://open.spotify.com/track/4u9Y4Z9i9VaAbBK7rW1Rha
Nada Cinta;Isyana Sarasvati;Sad;https://open.spotify.com/track/5v8lllGsUTbaYRON5wTduL
The Feeling;Justin Bieber;Energetic;https://open.spotify.com/track/1gJt0OFStLJUwrD4rmouIR
Pillow Fight;Galantis;Energetic;https://open.spotify.com/track/7dpVgrdC2trdefUVOtYRrf
Ascension (feat. Vince Staples);Gorillaz;Energetic;https://open.spotify.com/track/2bBMODHVTXGwE2aZYfbgCt
Younger Now;Miley Cyrus;Energetic;https://open.spotify.com/track/2fGxYYMQbVqgIdaqfz2OwA
Coachella - Woodstock In My Mind;Lana Del Rey;Energetic;https://open.spotify.com/track/5UPHeuDP0AnG830Yf3bJJD
Rumah Kita;God Bless;Energetic;https://open.spotify.com/track/5RvzIpYJYzdD5s4DTk8Fvh
Tentang Cinta;Isyana Sarasvati;Happy;https://open.spotify.com/track/5hS2MfGbluVuhkNaIZziur
Another Life;Drake;Happy;https://open.spotify.com/track/0AOEd0Zw22aTE8LzsS4EMg
Heaven;EXO;Sad;https://open.spotify.com/track/3gBFAvpAVSNohs3ESRMYHi
Good Morning Pagi Ini;CJR;Happy;https://open.spotify.com/track/1JUbOPvnuRQU4tlcjUW1YW
Heartbreak Hotel;TIFFANY;Energetic;https://open.spotify.com/track/6J5yWGrCApjTZmOydyx0QH
Alone - Slushii Remix;Marshmello;Energetic;https://open.spotify.com/track/6kFb2u2MtAopZUgv1qf4i7
9 (After Coachella) (feat. MØ & SOPHIE);Cashmere Cat;Sad;https://open.spotify.com/track/66QK2ov3jneXmdquV0JpZ1
Groupie Love (feat. A$AP Rocky);Lana Del Rey;Energetic;https://open.spotify.com/track/03hqMhmCZiNKMSPmVabPLP
Make Me Love You;Rizky Febian;Energetic;https://open.spotify.com/track/0AUxbbqFtXJGE7Fn3jkGX5
Flame;Tinashe;Happy;https://open.spotify.com/track/4lH5AKFeldnkq8wRikIqWP
Salah;Soundwave;Happy;https://open.spotify.com/track/5iJ1Udw4KvSTbl3NKh8PIq
Same To You;NEIKED;Energetic;https://open.spotify.com/track/3kUlDjJde0qkFchCp9a8mh
Panah Takdir;Andra & The Backbone;Calm;https://open.spotify.com/track/505v5TaDVoSlXJ8rbqfCQ2
Adrenaline;Palm Tree Gang;Energetic;https://open.spotify.com/track/2pi3gRZ7K1Tf9YSyHYqPJT
Basket Case - From ‘The Tick’ TV Series;Bastille;Happy;https://open.spotify.com/track/3cfhXgklWpx5fCSYZOp9Wb
Make Me Feel;Jessi;Happy;https://open.spotify.com/track/5gW5dSy3vXJxgzma4rQuzH
Heart Won't Forget;Matoma;Happy;https://open.spotify.com/track/2of2DM5LqTh7ohmmVXUKsH
ZOOM;Red Velvet;Energetic;https://open.spotify.com/track/4IaxDf2FixiQXq0mW7key9
Yellow Light - Despicable Me 3 Original Motion Picture Soundtrack;Pharrell Williams;Happy;https://open.spotify.com/track/3swz3CdnIbcGlGSXOsEOl0
Jika Bisa Memilih;CJR;Sad;https://open.spotify.com/track/2C9SzejA1ypGISybhqLg7U
Wanna Be (My Baby);Wanna One;Happy;https://open.spotify.com/track/0l9z57xdLEbHvddoFspLyC
Dari Ku Untukmu;Sandhy Sondoro;Happy;https://open.spotify.com/track/7EdXoiLPjt7DO99wWIfQ5j
Switch;Jessie J;Energetic;https://open.spotify.com/track/052ekJWXgZuiW8uEfclKGu
Sabtu Minggu;Sandy Canester;Happy;https://open.spotify.com/track/1GI4B57ToEI5e1Kh4bD75t
Bang Bang;Jimin;Happy;https://open.spotify.com/track/0puf9yIluy9W0vpMEUoAnN
Cloud 9 - Chinese Version;EXO;Happy;https://open.spotify.com/track/4mxvDzjAzreAHfOOSohbGu
With You;Lyn;Sad;https://open.spotify.com/track/2gzhQaCTeNgxpeB2TPllyY
Hold It Together (feat. Willy Beaman);Nico & Vinz;Sad;https://open.spotify.com/track/69STbgcTufpUCM24mQIcKY
Work - R3hab Remix;Rihanna;Energetic;https://open.spotify.com/track/63OshgWbxCtI1WHb5C0Txd
Instruction;Jax Jones;Happy;https://open.spotify.com/track/1HZhQx3JkzfvjLVJWe44yL
I Started a Joke (feat. Becky Hanson);ConfidentialMX;Calm;https://open.spotify.com/track/7qoiIJeepTkwzXMAItJe8T
Run the World;CAZZETTE;Energetic;https://open.spotify.com/track/3bu20QzINpdrExalvFyujU
Cinta Salah;Caitlin Halderman;Sad;https://open.spotify.com/track/3dI9UHsviq5meIFAvIpNmL
Hey Girl;Lady Gaga;Happy;https://open.spotify.com/track/554PnB96IltLzVlbinBstw
I Know You Know;Boys Under The Moon;Happy;https://open.spotify.com/track/4rm9NacKlPRfRGnUFByroW
Cigarettes & Cush (feat. Kehlani & Lily Allen);Stormzy;Happy;https://open.spotify.com/track/7urCpstCEncypWMreEwJCh
Girls on Boys;Yellow Claw;Happy;https://open.spotify.com/track/4d7GbB5RQckWmvgj9Q1fQa
Ocho Cinco;DJ Snake;Energetic;https://open.spotify.com/track/7LWPWw7PtYHrDn194kNCPA
Good Day;Drake;Energetic;https://open.spotify.com/track/6TfB9r2QKe8KiNuyfEcpzG
Private Show;Britney Spears;Happy;https://open.spotify.com/track/4EpNQjLsdhjO1EGQ1aycTU
Tuttifrutti;Phoenix;Happy;https://open.spotify.com/track/0R98IdPkYNH36q3DhAO3NB
1 Night (feat. Charli XCX);Mura Masa;Happy;https://open.spotify.com/track/06XuHBFQejxy9jhNBaHEwx
Bloom - Bonus Track;Taylor Swift;Sad;https://open.spotify.com/track/1HMQmOWrkieKYWlFsjUP3D
Can't Help Falling in Love - Live From Spotify London;Meghan Trainor;Sad;https://open.spotify.com/track/00jpfzztJgSupflbzmH3T1
The Man;The Killers;Happy;https://open.spotify.com/track/3RauEVgRgj1IuWdJ9fDs70
Coming Over (feat. James Hersey);Dillon Francis;Happy;https://open.spotify.com/track/6m3ZWIXhjoV76syT1j2oE9
Pretty U;SEVENTEEN;Happy;https://open.spotify.com/track/1117juaaAkSIUsQxTmmcKM
F.U.;Little Mix;Sad;https://open.spotify.com/track/33dY25vtBFUZ6m948fb3eK
Waterfall;Stargate;Energetic;https://open.spotify.com/track/7pYFPMeK0TnaTGdS6qOtEr
Girl at Coachella - with Matoma & MAGIC! feat. DRAM;Matoma;Happy;https://open.spotify.com/track/4P6tyL5Uom1pIcFtTwO898
Forgiveness;Paramore;Happy;https://open.spotify.com/track/74ABBu8osxqmuFOAKcWWpG
OK;Robin Schulz;Happy;https://open.spotify.com/track/3bWAqKDWg6u1davspr5IkS
Oh Little Girl;Slate;Happy;https://open.spotify.com/track/3x2fGr5twNOugayPoxcbrS
Provider;Frank Ocean;Calm;https://open.spotify.com/track/6R6ihJhRbgu7JxJKIbW57w
Kebyar Kebyar;Cokelat;Happy;https://open.spotify.com/track/42tajypcQR8QieT3F5wd9M
Say Something Loving;The xx;Energetic;https://open.spotify.com/track/2C5YDhSJqLFCHrymIBzNSg
Go Off (with Lil Uzi Vert, Quavo & Travis Scott);Lil Uzi Vert;Happy;https://open.spotify.com/track/1Si44I1mrFkOWlL6u9ynr6
Time Lapse;TAEYEON;Sad;https://open.spotify.com/track/2Okv1MY4rnI3hHyDXqOdvs
Not Afraid Anymore;Halsey;Energetic;https://open.spotify.com/track/0wH7iJqYQnmUU09YGcQPHo
Rabbit Hole;blink-182;Happy;https://open.spotify.com/track/7I1kCwxYTKdhGmYxvB9uBB
Love Somebody;Ta-ku;Sad;https://open.spotify.com/track/2E48l6oskJPUX6gENZE8ty
All Stars;Martin Solveig;Happy;https://open.spotify.com/track/26haJjtanhamtf25RXH0MO
Fall Together;The Temper Trap;Happy;https://open.spotify.com/track/1H3abUxP4T6cGPKireTiMr
Lit (feat. Gucci Mane & T-Pain);Steve Aoki;Energetic;https://open.spotify.com/track/38jM0AyRCPuJo9BlubIQxB
Biarlah (Hapuslah Cinta);Soulvibe;Calm;https://open.spotify.com/track/6Xh2Yv5wyMXwSzg9BpbJWu
Indonesia Raya - Chorus Version;Idris Sardi;Sad;https://open.spotify.com/track/74bzlwFt2z6WNsDcNPkgYF
Find Me;EXO;Happy;https://open.spotify.com/track/2mwnYvlLVP465u9V9wjUGj
Twenty Four;Rita Ora;Energetic;https://open.spotify.com/track/3MAW23lyl0zeIcA3DK9YAY
Gravity;Timeflies;Happy;https://open.spotify.com/track/5SkQThmerj0t27qPYYHVGf
Anywhere;Passenger;Energetic;https://open.spotify.com/track/6ZiSScoPLyeZyIudUBip1V
Wonderland;Jessica;Energetic;https://open.spotify.com/track/1gDgTPpdSo9bVouUGzjMsq
Biking (Solo);Frank Ocean;Sad;https://open.spotify.com/track/6gtNiLJNLBcV0P6Juenstp
Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie);PnB Rock;Happy;https://open.spotify.com/track/0mShOVFTxsA0bqMlEeJfd5
Call Me;NEIKED;Happy;https://open.spotify.com/track/2qjPbrwODFFNjPN7g9NtFv
Helium;Sia;Sad;https://open.spotify.com/track/4S6fv0puLCsfYjyBTPDb9k
Show Me Love - EDX Remix / Radio Edit;Sam Feldt;Happy;https://open.spotify.com/track/6PkzXU8dlwtfrwyTlUyVnv
No Promises;Shawn Mendes;Happy;https://open.spotify.com/track/3gnDoaJUgD9Bblzld77Kcp
Musim Bunga;MALIQ & D'Essentials;Sad;https://open.spotify.com/track/7E233oqNrL85RA46dzVzbR
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello);Pitbull;Energetic;https://open.spotify.com/track/6DRGwsUFQrNerxRexK7KMB
When You Say Nothing At All;Ronan Keating;Sad;https://open.spotify.com/track/0gcjc7Vt5xtcfmJgf6g2IO
